Company Name,Company Event URL,Location,Company Description,Booth Number,Booth Schedule,Creation,Employees,Industry Type,City,Fundraising Amount,Official Website,Development Level,Looking For,Type of Company(Startup or Not),HashTags,LinkedIN,Instagram
perifit,https://vivatechnology.com/partners/perifit,France,"In an industry that’s long ignored the well-being of women, Perifit combines creativity and technical mastery to finally offer women the products that they deserve. Why? Because it’s about time we break the taboos surrounding feminine health and help those affected by disorders or antiquated solutions regain control of their lives and find confidence within. Our mission is clear: we offer innovative products that not only solve some pretty painful and uncomfortable problems such as pelvic floor disorders and breastfeeding, but also empower women by having once-taboo conversations.",Booth B25-006,"(Wed, Thu)",,,Consumer goods/Retail/E-commerce,Paris,,https://perifit.co,Stable Business,"['""None""']",startup,"Healthcare & Wellness, Retail & E-commerce",https://www.linkedin.com/company/perifit/,https://www.instagram.com/perifit.co/?hl=en
magoe-technologie,https://vivatechnology.com/partners/magoe-technologie,Guinea,"With a complete work environment, Magoé Education facilitates the management of establishments by covering all fields of education as well as all aspects of pedagogy and administrative and financial management.
Learners, teachers, managers and parents; everyone has their own space and can interact according to their prerogatives. From their phone, they have access to their data in real time in a secure environment wherever they are.
Choosing to revise on Magoé Education means choosing to study differently. Through an innovative pedagogy based on differentiation pedagogy and Adaptive Learning, you study from home, at your own pace, without having to memorize lessons by heart. You revise through clear and illustrated lessons, quizzes, self-corrected exercises, audio and video lessons.",Booth G12-039,"(Wed, Thu, Fri)",2015,1-5,Information technologies,Conakry,,,Growth \u0026 Scale,"['""Funding', 'Talents""']",startup,"Artificial Intelligence, Education, Cloud & Infrastructure",https://www.linkedin.com/in/mazoughou-go%C3%A9pogui-108988147/,
youngs-job,https://vivatechnology.com/partners/youngs-job,France,"Youngs Job was launched in 2023 by 17-year-old Maxence. After being turned down for jobs out of fear, and seeing the growing demand for job offers, he created Youngs Job. It's the first platform to put employers in touch with young people aged 16 to 18. In practice, an employer posts an ad. It is classified. Young people consult the ads. The process to apply can help to create a CV. If the employer is interested, we help the young person with the administrative formalities. Once the paperwork has been checked, we put the company in touch with the young person. For young people, it's free! So they get a bigger offer than if they were looking locally. For the companies, it means they can find new employees who are motivated to find a job! Of course, the process is legal, so employers can rest assured! The cost to the employer is very low. Youngs job is the answer to the employment and work-study problem",Booth G50-002,(Sat),2023,1-5,HR/Training/Education,Paris ,,,Growth \u0026 Scale,"['""Funding', 'Talents""']",startup,"HR & Future of Work, B2B Services, Data Management & CRM",https://fr.linkedin.com/in/maxence-lamhaut-815222278,@youngsjob 
amphitrite,https://vivatechnology.com/partners/amphitrite,France,"The data and software solutions developed by Amphitrite are based on the fusion of multiple satellite observations, coupled with artificial intelligence, enabling very precise detection of variations in the position and intensity of surface currents that can slow down or accelerate commercial vessels. This technology is the result of research carried out in recent years by Amphitrite's founding team at CNRS and École Polytechnique. It paves the way for fine ocean routing, which optimizes the day-to-day trajectory of ships to reduce their fuel consumption and CO2 emissions.",Booth C44-027,"(Wed, Thu)",2021,5-15,Mobility/Transportation,Palaiseau,,,Growth \u0026 Scale,"['""Talents""']",startup,"Artificial Intelligence, Climate Tech, Space & Aeronautics",https://www.linkedin.com/company/85970696,
adara,https://vivatechnology.com/partners/adara,Cote d’Ivoire,"ADARA is revolutionizing rural inclusion in Côte d'Ivoire and the West African sub-region by providing populations in these remote regions with access to quality educational resources through an interactive platform powered by Artificial Intelligence. 
This initiative enhances the skills of farmers in various areas such as agriculture, climate, health, and more. 
With ADARA, access to essential educational information becomes possible even in the most remote areas, as it functions seamlessly without the need for an internet connection. 
Accessible even to users with average digital skills and onBasic feature phones , ADARA paves the way for a more sustainable and promising future for all stakeholders in rural areas who have long been marginalized in terms of access to quality educational resources.",Booth L38-007,"(Wed, Thu, Fri, Sat)",2020,1-5,Information technologies,AGBOVILLE,117000,,Growth \u0026 Scale,"['""Funding', 'Talents""']",startup,"Artificial Intelligence, Diversity & Inclusion, Climate Tech",,
ebiose,https://vivatechnology.com/partners/ebiose,France,"Incubated at the Inria Startup Studio, Ebiose is an open source project which aims at fostering responsible open source AIs. Thanks to its unique technology combining large language models with natural selection and peer-to-peer, Ebiose is able to build powerful AIs perfectly tailored to one's needs.

While thousands of open source initiatives are starting to rival with well-known private, closed and opaque models such as ChatGPT, Ebiose contributes to this momentum of openness by reusing, assembling and distributing available, preferably open source, AIs in order to reduce their computational cost and environmental impact, without compromising performance.

Ebiose is AI by all and for all. Join us to discover how we can re-own AI together!",Booth D11-040,(Thu),,,Information technologies,Talence,,,Conception stage,"['""Funding', 'Talents""']",startup,"Artificial Intelligence, DeepTech, B2B Services",,
netsooon-technologies,https://vivatechnology.com/partners/netsooon-technologies,France,,Booth B30-024,"(Wed, Thu, Fri)",,,,,,,,,startup,,,
culttech-association,https://vivatechnology.com/partners/culttech-association,Austria,"CultTech Association is a European non-profit that believes technology is key to making culture central to human growth in a post-material world. Our mission is to build a platform for a global CultTech community and to create a new ecosystem by establishing a mutually profitable relationship between culture and technology. We support and run initiatives that explore the transformative power of technology in the cultural and creative industries in an attempt to steer change for the greater good. 

Our scope of work includes supporting creation, fostering knowledge and investing into startups. We partner with leading cultural institutions like Ars Electronica or Salzburg Festival to explore key questions like AI in Arts. Our ecosystem comprise New Renaissance Ventures, an early stage fund backing the next generation of cultural and creative leaders, and CultTech Accelerator that brings together expertise and networks from across the startup, tech, culture and art scenes.",hall1 Booth H50,,,,Media/Entertainment/Culture,,,,,,partner,"Artificial Intelligence, XR & Metaverse, Web3, Blockchain, Crypto & NFT, Entertainment & Creators Economy",https://at.linkedin.com/company/culttech-association,https://www.instagram.com/culttech.association/
recon-labs,https://vivatechnology.com/partners/recon-labs,South Korea,"RECON Labs pioneers the future of e-commerce through AI-driven 3D and XR content creation. Our focus on Genuine 3D ensures luxury brands convey their essence authentically, surpassing mere 3D replicas. Leveraging our advanced technology, businesses effortlessly integrate high-quality 3D visuals and interactive XR features, enhancing user engagement. Join us at VivaTech to witness our transformative solutions setting new standards for online retail, unlocking endless possibilities for brands to captivate customers and elevate their online presence.",Booth H47-010,"(Wed, Thu, Fri, Sat)",2019,30-50,Software Development/Cloud services,Seoul,,,Growth \u0026 Scale,"['""Talents', 'Funding""']",startup,"XR & Metaverse, Artificial Intelligence, Retail & E-commerce",https://www.linkedin.com/company/recon-labs/,
entent,https://vivatechnology.com/partners/entent,France,"The PULSE is an industrial machine that converts low-temperature waste heat (60-150°C) into electricity, thanks to a new patented thermodynamic cycle: the Pulsed Cycle.

The PULSE technology makes it possible to obtain good yields on low-temperature heat, which was impossible with ORCs, the existing technology that valorizes heat above 150°C. 
The PULSE allows industrial processes to be decarbonized, by creating green electricity that can be reused for self-consumption by the client.",Booth B30-001,"(Wed, Thu, Fri)",,,Energy,Aix-en-Provence,,www.entent.fr,Conception stage,"['""Funding', 'Talents""']",startup,"DeepTech, Energy, Climate Tech",https://www.linkedin.com/company/entent,
dnc-information-management-gmbh,https://vivatechnology.com/partners/dnc-information-management-gmbh,Germany,"DNC Information Management GmbH is a spin-off of the German Research Center for Artificial Intelligence (DFKI) and is looking back at over 30 years of experience in research and development. DNC provides solutions based on advanced methods of Language Technology and Hybrid AI. (1) ICE-Search is a comprehensive platform offering Search-as-a-Service for corporate portals focussing on sales and customer service. The platform incorporates a full range of  search methods, advanced matching techniques and  integration of Generative AI for content optimization. Through a data management component the search can be configured,  controlled and tailored to client needs for optimal search results. (2) ICE-Analysis is a highly configurable framework for the analysis of text and structured content. It comes with advanced modules, among others for managing knowledge and data models, content classification, clustering, NER, as well as statistical components for monitoring and optimizing performance.",Booth D11-011,"(Wed, Thu, Fri)",2000,5-15,Software Development/Cloud services,Hannover,,,Growth \u0026 Scale,"['""Funding""']",startup,"Artificial Intelligence, B2B Services, Data Management & CRM",,
safebrainai,https://vivatechnology.com/partners/safebrainai,France,"With SafeBrain.AI, you can secure, develop, and manage the usage of generative AI within your organization, without compromise on data sovereignty, governance, or GDPR compliance.

In collaborative workspaces with managed access rights, SafeBrain.AI enables the development of conversational agents that can leverage your internal knowledge bases. Team members can engage and contribute in real-time within shared conversations through the AI agents.

SafeBrain.AI features a comprehensive back-office equipped with innovative AI-based tools for security and governance audits. It ensures the pseudonymization of identifying data and development of customizable security filters that trigger real-time alerts for administrators.

Token consumption can be monitored and controlled, just like team members' adoption rates. All users can provide real-time feedback are on each virtual assistant, allowing for continuous improvement.",hall2 Booth P13,,,,Software Development/Cloud services,,,,,,partner,"Artificial Intelligence, Cybersecurity",https://www.linkedin.com/company/safebrain-ai,
groupe-caisse-des-depots,https://vivatechnology.com/partners/groupe-caisse-des-depots,France,"La Caisse des Dépôts et ses filiales constituent un grand pôle financier public à l'identité forte et ancrée dans l'Histoire.
A l’intersection du domaine public et du secteur privé concurrentiel, le Groupe est entièrement dédié au service de l’intérêt général. Ses actions permettent de répondre aux enjeux de développement économique, de transition écologique, de souveraineté et de cohésion territoriales. Le groupe Caisse des Dépôts est fortement engagé à mener une politique active de développement durable d’ici 2030 à travers la transformation de ses activités propres et la mobilisation des écosystèmes nationaux.
Pour contribuer aux enjeux nationaux de transition écologique, il a lancé le TechSprint,  un challenge de place positionnant la Data et l’IA au service de l’accélération de la transition écologique et énergétique de notre économie et mobilisant un écosystème de partenaires institutionnels et privés.",hall1 Booth D11,,,,Government/Public institutions,,,,,,partner,"Climate Tech, DeepTech, Artificial Intelligence",,
kpmg,https://vivatechnology.com/partners/kpmg,France,"KPMG in France is a leading audit and advisory firm with 11,000 professionals committed to a new prosperity, serving companies of all sizes. 100 years after its creation, KPMG in France has become an “Entreprise à mission”. Its purpose is to work and innovate with passion to build trust, combine performance and responsibility, and grow talents at the heart of the economy, regions, and society.",hall1 Booth G28,,,,Consulting,,,,,,,"Artificial Intelligence, Diversity & Inclusion, B2B Services, Cybersecurity, Data Management & CRM",https://www.linkedin.com/company/kpmginnovation,https://www.instagram.com/kpmg_france/
ministere-de-la-transition-ecologique-et-de-la-cohesion-des-territoires,https://vivatechnology.com/partners/ministere-de-la-transition-ecologique-et-de-la-cohesion-des-territoires,France,"The digital department is responsible for the IT ecosystem of the Ministry of Ecology and Territorial Cohesion, its reliability and resilience. It carries the digital ambition by defining the strategy and implementing the infrastructures and information systems.
It maintains and develops numerous tools aimed at the public as well as civil servants.
It offers its expertise and advice to its various partners.
Within it, the Digital Factory acts as an incubator for state startups. It is part of the interministerial community beta.gouv.fr",hall1 Booth J59,,,,Government/Public institutions,,,,,,partner,"Climate Tech, Energy, GovTech & Public Sector",https://www.linkedin.com/company/secretariat-general-ministeres-ecologie-energie-territoires-mer/,@ecologie_gouv
carbon-energy-inc,https://vivatechnology.com/partners/carbon-energy-inc,korearepublicof,"Carbon Energy is the leading climate tech company in DAC (Direct Air Capture) carbon removal based in South Korea.

Our patented innovative technology not only directly removes CO2 from the atmosphere, but also captures the greenhouse gas and process it into a valuable industrial resource. On top of this, we generate renewable energy among the process. This boosts the energy consumption from LCA (Life Cycle Assessment) standpoint. We are at the final stage of certification (MRV) to launch pre-sales for carbon removal futures.

We have raised seed funding domestically, expanding our pilot system close to a commercial scale by year end. We are delighted to invite investors and partners to discuss how Carbon Energy can help with CBAM credit needed corporates. 

Our solution is just what you need to keep your business carbon free!",Booth K14-009,"(Wed, Thu, Fri, Sat)",2022,5-15,Energy,Daejeon,"410,000",,Going to market,"['""Funding', 'Talents""']",startup,"Energy, Climate Tech, GovTech & Public Sector",https://www.linkedin.com/company/carbonenergy,
duke,https://vivatechnology.com/partners/duke,Reunion,"DUKE empowers your decision-making by transforming complex data interactions into straightforward conversations, making data access democratic for everyone. Our platform allows you to engage intuitively with data, as if you're conversing with a data analyst. This immediate interaction speeds up decision processes, significantly cutting the time from inquiry to insight.

DUKE ensures that every decision is backed by reliable and relevant data, whether you're forecasting trends, optimizing operations, or making strategic choices. Our innovative approach makes advanced data analytics both accessible and affordable, effectively replacing the need for expensive analysts or lengthy waits for traditional reports.

With DUKE, data-driven decisions are not just a possibility, but an integral part of your everyday business. This enables you to act with precision and foresight.  Welcome to the future of business intelligence - fast, simple, and empowered by DUKE.",Booth H49-009,"(Wed, Thu, Fri, Sat)",2023,1-5,Software Development/Cloud services,Saint paul,,,Going to market,"['""Funding', 'Talents""']",startup,"Artificial Intelligence, DeepTech, Data Management & CRM",https://www.linkedin.com/company/dukeai,
daidala,https://vivatechnology.com/partners/daidala,France,"We have two main objectives: developing a horror game and also bringing innovation to the way we play. We want to integrate the use of the phone in the game to implement new mechanics and help with the immersion of the game, which is a critical point, especially in horror games where emotions are a major factor.

The mythical labyrinth of Daedalus in ancient Greece was chosen as the theme of the game. We will have to discover the history of that place, which goes back thousands of years, and maybe finally understand what happened to Icarus. But what will be the cost for the answers to so many questions? Sacrifices, sanity, and maybe even lives themselves...",Booth H22-031,(Sat),2023,5-15,Media/Entertainment/Culture,Alès,4000,,Conception stage,"['""Funding""']",startup,Gaming & esports,,
le-lab-rh,https://vivatechnology.com/partners/le-lab-rh,France,"Le Lab RH, founded in 2015, is a leading professional association in the field of human resources.
Its mission is to promote HR innovation through a dynamic community of companies, startups, HR professionals and experts sharing an interest in modernising practices.

OUR AMBITION
""To inspire HR so that they can play an active role in shaping the future of work"".
We are convinced that companies have never needed to think about the evolution of their organizations, working methods and HR practices as much as they do today. With this in mind, we felt it was essential that the many players involved in innovation in France should have the opportunity to meet and make themselves known to companies and institutions. This observation led us to take the initiative of organizing these meetings to encourage synergies between players and collaboration.",hall1 Booth L13,,2015,5-15,HR/Training/Education,Paris,,,Stable Business,"['""None""']",,"HR & Future of Work, B2B Services",https://www.linkedin.com/company/le-lab-rh/,
ausha,https://vivatechnology.com/partners/ausha,France,"Ausha is a tech startup on a mission to enable everyone to make their voice heard through podcasting.

The podcast market is no longer niche. Today, 1 in 2 Americans and 1 in 3 French people listen to podcasts. The creation market has surged, with over 3.5 million podcasts launched in the past three years.

Ausha offers an intuitive online platform that allows Podcast Creators to easily distribute their content and expand their audience using advanced Podcast Marketing technology, incorporating AI.

Founded in 2018, Ausha quickly established itself as a pioneer in the industry. Now a leader in France and rapidly growing in the United States, the startup supports over 11,000 podcasters worldwide.

Committed to the well-being of its employees, Ausha is recognized as a 'Great Place to Work' and actively supports several women's support networks.",Booth H46-027,(Fri),2018,15-30,Marketing/Advertising/Communication,Lille,,,Growth \u0026 Scale,"['""Funding""']",startup,"Artificial Intelligence, Diversity & Inclusion, Entertainment & Creators Economy",https://www.linkedin.com/company/aushapodcast/,@ausha_fr
digiteal,https://vivatechnology.com/partners/digiteal,Belgium,"Our Belgian Fintech, recently acquired by Aera Payment & Identification (NO), offers several solutions in e-invoicing (Peppol), payment (QR codes, pay by link, pay buttons, Sepa Direct Debit, payment terminals and soft POS, etc...) and open banking. 

Invoicing & accounting software editors, IT integrators, e-commerce & marketplaces' platforms, etc. are integrating these innovative solutions to benefit from our added-value.

Our technological bricks easily adapt to the needs and specificities of all private and public
organizations, whatever their size (Tier1, Tier2, etc).

Go Digiteal! A Payment Institution and a TPP (AIS/PIS) authorized by the National Bank of Belgium, and certified as Peppol Access Point, that brings unique added value to your national and international projects.",Booth C27-022,"(Wed, Thu, Fri)",2015,15-30,Banking/Finance/Insurance/Legal,Mont-Saint-Guibert,,,Growth \u0026 Scale,"['""None""']",startup,"Fintech, Insurance & Legal, B2B Services, Retail & E-commerce",https://www.linkedin.com/company/digitealeu/mycompany/?viewAsMember=true,
sas-touwi,https://vivatechnology.com/partners/sas-touwi,France,Touwi is a deeptech company specialized in embedded AI. We develop optimized AI that can be embedded in sensors and measurement connected devices to simplify the extraction of real-time relevant metrics for ground-level decision making.,Booth D53-004,"(Wed, Thu, Fri, Sat)",,,Software Development/Cloud services,Caen,,www.touwi.fr,Going to market,"['""Funding', 'Talents""']",startup,"B2B Services, Artificial Intelligence, DeepTech",https://fr.linkedin.com/company/touwi,
ase-ag,https://vivatechnology.com/partners/ase-ag,Switzerland,"ASE is an expert in passenger flows and transportation, based in Zurich since 1996. 

Instead of costly investment in infrastructure, ASE focuses on maximising the existing capacity. This is made possible by counting people and objects using radar/lidar, 3D stereo or CCTV sensors. Once the data has been collected, the customer will be able to view it directly on our platforms, which can be accessed directly online.  Our solution is 100% RGPD compliant.

SNCF and ASE are working together in the RER stations around the Stade de France to manage the number of passengers in the station in real time.   This makes it possible to collect statistical data, by time slot, but also to send alerts to the operators on site in the event of unforeseen overcrowding.  Hence, the stations are prepared for daily running and for planned events.",Booth D17-033,(Thu),1996,30-50,Mobility/Transportation,Zürich,,,Stable Business,"['""None""']",startup,"Artificial Intelligence, Mobility & Smart City",https://www.linkedin.com/company/3210761,
ippon,https://vivatechnology.com/partners/ippon,France,"Ippon Technologies est un cabinet de conseil et d'expertise tech, qui est convaincu que la tech est une source de progrès pour la Société. Nous accompagnons la transformation numérique d’une centaine de nos clients chaque année au travers de nos expertises Cloud, Data, Craftsmanship, Produit ou encore Design.",hall1 Booth D43,,,,Consulting,,,https://fr.ippon.tech/,,,partner,"Cloud & Infrastructure, Data Management & CRM, B2B Services, Mobility & Smart City",https://www.linkedin.com/company/ippon-technologies/,
adlema,https://vivatechnology.com/partners/adlema,Turkey,"Adlema is a start-up established in 2020 within ITU ARI Teknokent with the support of Tübitak BIGG. With its expert team in leak tests, it offers end-to-end solutions to manufacturers in many different sectors such as the Defense Industry, Automotive, Medical, Consumer Electronics, HVAC, and White Goods, with leak-testing devices working at different sensitivities, quick connectors, and additional products. Adlema team, which received an initial investment of € 100,000 in 2021, followed by € 400,000 in continuation investment in 2022, has reached 18 people, half of whom are engineers who graduated from the best universities in Turkey. Adlema continues its R&D and production activities with the investments it has received and intends to provide added value to the Turkish industry.",Booth L44-013,"(Wed, Fri)",2020,5-15,Industry,ISTANBUL,500000,,Growth \u0026 Scale,"['""Funding', 'Talents""']",startup,"Climate Tech, Industry, Logistics & Supply Chain, Space & Aeronautics",https://www.linkedin.com/company/adlema-machine-technologies/,@adlemaleaktesting
novus-technologies-inc,https://vivatechnology.com/partners/novus-technologies-inc,Turkey,"Novus, an innovative startup based in Istanbul and Boston, specializes in hybrid and on-prem Large Language Model (LLM) services tailored for businesses grappling with data privacy and regulatory challenges. Our AI solutions are designed to seamlessly integrate into existing operations, providing enhanced productivity and sector-specific insights while ensuring full GDPR compliance.

Our offerings include a suite of AI agents that function like team members, capable of collaborating and fine-tuning themselves autonomously to optimize performance across various domains such as sales, finance, and content generation. With a focus on industries handling sensitive data, Novus enables businesses to leverage powerful AI tools without the need for extensive coding or AI expertise.

By charging a setup fee alongside a monthly licensing model, we make advanced AI accessible, helping businesses revolutionize their operations and gain a competitive edge in the rapidly growing corporate AI market.",Booth L44-008,"(Thu, Sat)",,15-30,Software Development/Cloud services,İstanbul,500000,,Growth \u0026 Scale,"['""Funding', 'Talents""']",startup,"Artificial Intelligence, B2B Services",https://www.linkedin.com/company/novusasi/,@novusasi
ternow,https://vivatechnology.com/partners/ternow,Germany,"Ternow is the competence spin-off of German Aerospace Center (DLR) in Oberpfaffenhofen, southwest Munich. Our mission is to create the world's first near real-time 4D HD digital twin of the Earth from space. A goal which still many believe it is impossible. And interestingly in Ternow, we believe ""Impossible is impossible until someone does it!"".

Ternow has been founded by graduates of the Technical University of Munich. We are partnered with the European Space Agency (ESA) via the ESA-BIC accelerator program and the university of Bundeswehr. We are also honored to get support from the brilliant minds from UnternehmerTUM and TUM Venture Labs. 

If you like to push boundaries, define new normal, think radically and out-of-the-box with no border, challenge believed impossibilities, Ternow is the right place for you. If you decide to join Ternow, we welcome you with open arms. Just make sure you are good at swimming, because quit often, we swim in the opposite direction!",Booth D11-037,(Sat),2023,1-5,Mobility/Transportation,Munich,"60,000.00 - Public Fund",,Going to market,"['""Funding', 'Talents""']",startup,"XR & Metaverse, Mobility & Smart City, Space & Aeronautics",https://www.linkedin.com/company/ai-ternow,
wizyio,https://vivatechnology.com/partners/wizyio,France,"WizyVision is a French SaaS company.

WizyVision has build a powerful digital platform to empower Frontline Workers with a revolutionary User Interface based on Smartphone, photos, voice and AI, lots of AI.

Companies can build a custom WIzyVision App in one hour.

WizyVision will become ""Your Eyes on the Frontline"".

Frontline Workers love WizyVision because it's easy to use without training, without the need to input data with a Keyboard and save them time on paperwork so they can focus more time on their real job.

Among the most frequently built applications:
- Tracability of physical assets
- Management of anomalies
- Visual inspections
- Field interventions, proof of work done

100% of WizyVision functionalities are accessible by API, allowing clients to exchange data with existing applications like Salesforce or SAP.

WizyVision has customers in Europe, LATAM and APAC.
Our current focus is on Retail, Transport & Logistics, Industry and Construction.",Booth F42-002,"(Wed, Thu, Fri, Sat)",2019,15-30,Information technologies,Paris,700000,,Growth \u0026 Scale,"['""Funding""']",startup,"Luxury, Fashion & Cosmetics, Retail & E-commerce, Industry, Logistics & Supply Chain",,
suena,https://vivatechnology.com/partners/suena,Germany,,Booth,,,,,,,,,,startup,,,
atmosgear,https://vivatechnology.com/partners/atmosgear,France,"AtmosGear is building the future of Rollerblading. Millions of skaters around the world have been dreaming of electric Rollerblades, for daily commuting or leisure. But no one was able to make them. This is why - since 2018 - we've been working with the best skaters and engineers to design a universal kit that can turn any rollerblades electric. Making them hybrid, safer thanks to remote-controlled braking, and powerful enough to travel 30km with 25km/h top speed. The product is now available on our website, starting at 650€ and shipping worldwide.",Booth D48-010,"(Fri, Sat)",2022,5-15,Consumer goods/Retail/E-commerce,Compiègne,1000000,,Growth \u0026 Scale,"['""Talents', 'Funding""']",startup,"Industry, Logistics & Supply Chain, Retail & E-commerce, Sports",https://www.linkedin.com/company/atmosgear/,https://www.instagram.com/atmos.gear/
bnp-paribas,https://vivatechnology.com/partners/bnp-paribas,France,"The leading bank in Europe, BNP Paribas is present in 63 countries, with more than 180,000 employees worldwide. As the “Bank of a Changing World”, BNP Paribas is committed to adapting to the changes that affect its clients, placing innovation at the heart of its strategic challenges. The Group’s continued investment in digital technologies strives to constantly improve the customer and employee experience, with services that have a positive impact by encouraging inclusive and environmentally friendly growth. Since 2016, BNP Paribas has been one of the Founding Partners of Viva Technology. For this new edition, BNP Paribas will be present with a positioning focused on In Tech We Trust.",hall1 Booth F16,,,,Banking/Finance/Insurance/Legal,,,,,,,"Cybersecurity, Artificial Intelligence, Mobility & Smart City, Fintech, Insurance & Legal, Retail & E-commerce",https://www.linkedin.com/company/bnp-paribas,@bnpparibas
french-tech-martinique,https://vivatechnology.com/partners/french-tech-martinique,France,,Booth B23-019,(Sat),2019,5-15,Non Profit,Fort-de-France,,https://www.martiniquedigitale.com/,Stable Business,"['""Funding', 'Talents""']",startup,"Data Management & CRM, Web3, Blockchain, Crypto & NFT, B2B Services",https://www.linkedin.com/company/french-tech-martinique,https://www.instagram.com/frenchtechmartinique/
feelbat,https://vivatechnology.com/partners/feelbat,Reunion,"💡 Inspired by a tragic event in Marseille and the ease of using a smartphone, we have developed innovative connected solutions for the structural monitoring of buildings.

📈📉 Our goal is to provide accurate data on cracks, tilt movements, humidity variations, and much more, allowing for real-time remote monitoring to anticipate damage.

🛠️ At FEELBAT, we offer Plug&Play tools for the prevention and monitoring of structural problems. Our DELTA Feel® sensor range is designed for easy and connected use with your smartphone.

🇫🇷 Made in France, they combine technology and engineering to ensure the safety and longevity of buildings.",Booth H49-007,"(Wed, Sat)",2020,5-15,Smart City/Building,Saint-Denis,,,Growth \u0026 Scale,"['""None""']",startup,"Industry, Logistics & Supply Chain, Mobility & Smart City, B2B Services",https://linkedin.com/company/feelbat,
woorikidsplus,https://vivatechnology.com/partners/woorikidsplus,South Korea,"We are Woorikidsplus, embodying the principle of ‘For our Next Generation’. With our award-winning zero-waste technology, our mission is to develop plastic free clean beauty solutions, providing our kids with a cleaner environment.

Our waterless clean beauty solution is plastic-free and leaves no pollutant residue. Unlike other cosmetics, our solution is light-weight(low carbon emission), individually packageable, and convenient to use.

Woorikidsplus provides ODM services for our innovative waterless solutions (formulation, packaging) to cosmetic companies and any other interested industry players.",Booth L15-017,"(Wed, Thu, Fri, Sat)",2016,5-15,Luxury/Fashion/Beauty,Incheon,"640,000",,Going to market,"['""Funding', 'Talents""']",startup,"Luxury, Fashion & Cosmetics, Climate Tech, Healthcare & Wellness",https://www.linkedin.com/in/deardot/,@deardot_official
veesual,https://vivatechnology.com/partners/veesual,France,"Join us at Viva Technology to discover how Veesual revolutionizes the online Fashion Shopping Experience! 

Veesual's mission is to help fashion shoppers envision themselves better in the clothes they purchase online, both in terms of styles and body types. 

Thanks to Veesual's image generation technology, Fashion Brands and Luxury Maisons leverage the potential of generative AI, enhancing their customer journey with engaging Augmented Shopping Experiences. Shoppers can see any piece of clothing worn in different sizes by models of different morphologies, ages, and skin tones. Our Mix&Match Styling Experience enables them to create a limitless variety of looks worn by models they identify with.

Veesual elevates your e-commerce performance, boosting conversion rates by 77% and average order value by 22% and reducing returns.

Be part of the future of fashion retailing with Veesual, where diversity, innovation, and customer engagement converge.",hall1 Booth F53-001,"(Wed, Thu, Fri, Sat)",2020,,Luxury/Fashion/Beauty,Paris,7 millions,,Growth \u0026 Scale,"['""Talents""']",startup,"Artificial Intelligence, Retail & E-commerce, Diversity & Inclusion",https://www.linkedin.com/company/veesual/,https://www.instagram.com/veesual.fashion/
true-tourism,https://vivatechnology.com/partners/true-tourism,France,"True Tourism is a free application aimed at providing an alternative to mass tourism through human-centered visits tailored to individual interests.

Marseille is a magnificent city, a cosmopolitan city, a unique city with its own history and heritage. It has a distinct heritage that we must preserve; today, awareness alone is not enough, we need to find solutions, alternatives.
At True Tourism, we aim to offer tourist visits that take this perspective into account from the outset. We are committed to preserving our heritage, as well as our culture and traditions, while introducing them to tourists in a more authentic and environmentally respectful manner.

That's why our application features both professional guides and local private guides. Each guide is unique, and whether professional or not, each has knowledge, a story, experiences, and a passion to share with visitors from all walks of life!",Booth B30-009,(Sat),2023,1-5,Hospitality/Tourism/Travel,Marseille,,,Going to market,"['""Funding', 'Talents""']",startup,"Mobility & Smart City, Diversity & Inclusion, Education",https://fr.linkedin.com/company/truetourismfr,https://www.instagram.com/true.tourism/
cloud-data-engine,https://vivatechnology.com/partners/cloud-data-engine,France,"Cloud Data Engine offers a unique platform for managing certifications and their digitalization, perfectly aligned with Gaia-X standards. It enables real-time observability of trust chains and streamlined certification processes. Additionally, this solution provides formal evidence of compliance with CSRD frameworks, significantly enhancing the value of audit reports and reporting to stakeholders (investors, authorities, partners).",Booth D11-008,(Wed),2024,5-15,Software Development/Cloud services,Antony,,https://www.clouddataengine.io,Going to market,"['""Funding', 'Talents""']",startup,"B2B Services, Fintech, Insurance & Legal, Data Management & CRM",https://www.linkedin.com/company/cloud-data-engine-cde/,
cloud-inspire,https://vivatechnology.com/partners/cloud-inspire,France,"Cloud Inspire is specialised in Cloud and Open-Source solutions. We help companies operate their IT like a Cloud.
We understand the challenges and complexities involved in digital transformation. That's why we've developed the Cloud Factory, a cutting-edge platform crafted entirely from proven open-source tools. Whether it's cloud deployment, IT management, or DevSecOps practices, our platform streamlines processes, enhances efficiency, and ensures cost control while eliminating vendor lock-in.

Navigating your cloud infrastructure is now as seamless as using Amazon's services, but without the technical barriers. With the Cloud Factory, deploy any cloud, any application, anywhere. Our tailored solutions cater to diverse industries, including Government, Finance, ISP, Telecom, Gaming, and IoT, empowering organizations to fully leverage cloud technology with ease.

We bring the Cloud to You. Come & Meet us to know more !",hall2 Booth S26-006,"(Wed, Thu, Fri, Sat)",2019,1-5,Software Development/Cloud services,Rueil Malmaison,,,Going to market,"['""None""']",startup,"B2B Services, Cloud & Infrastructure, Cybersecurity",https://www.linkedin.com/company/cloud-inspire-sas/,
